@relation  winequality-white
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.0090,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Quality
@data
6.3, 0.26, 0.42, 7.1, 0.045, 62.0, 209.0, 0.99544, 3.2, 0.53, 9.5, 6
6.7, 0.24, 0.3, 10.2, 0.07, 44.0, 179.0, 0.99666, 2.86, 0.46, 8.9, 6
8.5, 0.25, 0.27, 4.7, 0.031, 31.0, 92.0, 0.9922, 3.01, 0.33, 12.0, 6
6.2, 0.24, 0.27, 2.9, 0.039, 30.0, 123.0, 0.98959, 3.12, 0.37, 12.8, 6
6.6, 0.16, 0.25, 9.8, 0.049, 59.5, 137.0, 0.995, 3.16, 0.38, 10.0, 6
7.7, 0.46, 0.18, 3.3, 0.054, 18.0, 143.0, 0.99392, 3.12, 0.51, 10.8, 6
8.1, 0.27, 0.33, 1.3, 0.045, 26.0, 100.0, 0.99066, 2.98, 0.44, 12.4, 6
8.2, 0.23, 0.4, 7.5, 0.049, 12.0, 76.0, 0.9966, 3.06, 0.84, 9.7, 6
7.8, 0.26, 0.27, 1.9, 0.051, 52.0, 195.0, 0.9928, 3.23, 0.5, 10.9, 6
6.7, 0.33, 0.49, 1.6, 0.167, 20.0, 94.0, 0.9914, 3.11, 0.5, 11.4, 6
6.8, 0.21, 0.42, 1.2, 0.045, 24.0, 126.0, 0.99234, 3.09, 0.87, 10.9, 6
8.5, 0.17, 0.74, 3.6, 0.05, 29.0, 128.0, 0.9928, 3.28, 0.4, 12.4, 6
6.7, 0.16, 0.32, 12.5, 0.035, 18.0, 156.0, 0.99666, 2.88, 0.36, 9.0, 6
6.4, 0.31, 0.28, 2.5, 0.039, 34.0, 137.0, 0.98946, 3.22, 0.38, 12.7, 6
6.6, 0.25, 0.3, 14.4, 0.052, 40.0, 183.0, 0.998, 3.02, 0.5, 9.1, 6
6.6, 0.25, 0.3, 14.4, 0.052, 40.0, 183.0, 0.998, 3.02, 0.5, 9.1, 6
7.7, 0.23, 0.31, 10.7, 0.038, 59.0, 186.0, 0.9969, 3.12, 0.55, 9.5, 6
7.2, 0.22, 0.24, 1.4, 0.041, 17.0, 159.0, 0.99196, 3.25, 0.53, 11.2, 6
6.3, 0.25, 0.23, 14.9, 0.039, 47.0, 142.0, 0.99705, 3.14, 0.35, 9.7, 6
6.0, 0.18, 0.27, 1.5, 0.089, 40.0, 143.0, 0.9923, 3.49, 0.62, 10.8, 6
7.3, 0.24, 0.34, 15.4, 0.05, 38.0, 174.0, 0.9983, 3.03, 0.42, 9.0, 6
7.9, 0.17, 0.32, 1.6, 0.053, 47.0, 150.0, 0.9948, 3.29, 0.76, 9.6, 6
6.4, 0.13, 0.47, 1.6, 0.092, 40.0, 158.0, 0.9928, 3.21, 0.36, 9.8, 6
6.2, 0.22, 0.27, 1.5, 0.064, 20.0, 132.0, 0.9938, 3.22, 0.46, 9.2, 6
6.9, 0.32, 0.26, 2.3, 0.03, 11.0, 103.0, 0.99106, 3.06, 0.42, 11.1, 6
6.8, 0.12, 0.3, 12.9, 0.049, 32.0, 88.0, 0.99654, 3.2, 0.35, 9.9, 6
6.6, 0.22, 0.23, 17.3, 0.047, 37.0, 118.0, 0.99906, 3.08, 0.46, 8.8, 6
6.7, 0.26, 0.29, 7.1, 0.036, 28.0, 100.0, 0.99534, 3.08, 0.36, 9.3, 6
6.2, 0.22, 0.28, 2.2, 0.04, 24.0, 125.0, 0.9917, 3.19, 0.48, 10.5, 6
6.9, 0.28, 0.41, 1.7, 0.05, 10.0, 136.0, 0.993, 3.16, 0.71, 11.4, 6
7.2, 0.18, 0.45, 4.4, 0.046, 57.0, 166.0, 0.9943, 3.13, 0.62, 11.2, 6
8.1, 0.33, 0.36, 7.4, 0.037, 36.0, 156.0, 0.99592, 3.19, 0.54, 10.6, 6
6.2, 0.16, 0.32, 1.1, 0.036, 74.0, 184.0, 0.99096, 3.22, 0.41, 11.0, 6
6.0, 0.3, 0.33, 2.1, 0.042, 31.0, 127.0, 0.98964, 3.32, 0.42, 12.5, 6
6.9, 0.25, 0.4, 1.3, 0.038, 22.0, 101.0, 0.9901, 3.03, 0.39, 11.4, 6
5.6, 0.185, 0.49, 1.1, 0.03, 28.0, 117.0, 0.9918, 3.55, 0.45, 10.3, 6
6.7, 0.16, 0.32, 12.5, 0.035, 18.0, 156.0, 0.99666, 2.88, 0.36, 9.0, 6
6.5, 0.21, 0.42, 1.1, 0.059, 33.0, 101.0, 0.9927, 3.12, 0.38, 9.7, 6
6.7, 0.15, 0.32, 7.9, 0.034, 17.0, 81.0, 0.99512, 3.29, 0.31, 10.0, 6
5.7, 0.22, 0.2, 16.0, 0.044, 41.0, 113.0, 0.99862, 3.22, 0.46, 8.9, 6
6.8, 0.26, 0.34, 13.9, 0.034, 39.0, 134.0, 0.9949, 3.33, 0.53, 12.0, 6
5.7, 0.26, 0.27, 4.1, 0.201, 73.5, 189.5, 0.9942, 3.27, 0.38, 9.4, 6
5.7, 0.21, 0.24, 2.3, 0.047, 60.0, 189.0, 0.995, 3.65, 0.72, 10.1, 6
6.2, 0.21, 0.24, 1.2, 0.051, 31.0, 95.0, 0.99036, 3.24, 0.57, 11.3, 6
7.7, 0.34, 0.27, 8.8, 0.063, 39.0, 184.0, 0.9969, 3.09, 0.63, 9.2, 6
6.5, 0.24, 0.39, 17.3, 0.052, 22.0, 126.0, 0.99888, 3.11, 0.47, 9.2, 6
6.5, 0.34, 0.46, 1.0, 0.023, 6.0, 80.0, 0.98865, 3.15, 0.54, 12.9, 6
7.2, 0.21, 0.34, 11.9, 0.043, 37.0, 213.0, 0.9962, 3.09, 0.5, 9.6, 6
5.0, 0.33, 0.16, 1.5, 0.049, 10.0, 97.0, 0.9917, 3.48, 0.44, 10.7, 6
6.2, 0.23, 0.36, 17.2, 0.039, 37.0, 130.0, 0.99946, 3.23, 0.43, 8.8, 6
6.8, 0.25, 0.24, 4.55, 0.053, 41.0, 211.0, 0.9955, 3.37, 0.67, 9.5, 6
6.9, 0.115, 0.35, 5.4, 0.048, 36.0, 108.0, 0.9939, 3.32, 0.42, 10.2, 6
9.0, 0.26, 0.34, 6.7, 0.029, 21.0, 162.0, 0.99497, 3.08, 0.5, 10.6, 6
8.5, 0.21, 0.26, 9.25, 0.034, 73.0, 142.0, 0.9945, 3.05, 0.37, 11.4, 6
7.7, 0.28, 0.24, 2.4, 0.044, 29.0, 157.0, 0.99312, 3.27, 0.56, 10.6, 6
6.3, 0.23, 0.5, 10.4, 0.043, 61.0, 132.0, 0.99542, 2.86, 0.46, 9.1, 6
6.8, 0.45, 0.28, 26.05, 0.031, 27.0, 122.0, 1.00295, 3.06, 0.42, 10.6, 6
7.5, 0.19, 0.4, 7.1, 0.056, 50.0, 110.0, 0.9954, 3.06, 0.52, 9.9, 6
7.5, 0.24, 0.31, 13.1, 0.05, 26.0, 180.0, 0.99884, 3.05, 0.53, 9.1, 6
7.2, 0.23, 0.82, 1.3, 0.149, 70.0, 109.0, 0.99304, 2.93, 0.42, 9.2, 6
7.6, 0.34, 0.39, 7.6, 0.04, 45.0, 215.0, 0.9965, 3.11, 0.53, 9.2, 6
7.3, 0.23, 0.41, 14.6, 0.048, 73.0, 223.0, 0.99863, 3.16, 0.71, 9.4, 6
7.3, 0.19, 0.68, 1.5, 0.05, 31.0, 156.0, 0.9946, 3.32, 0.64, 9.4, 6
8.1, 0.27, 0.33, 1.3, 0.045, 26.0, 100.0, 0.99066, 2.98, 0.44, 12.4, 6
6.5, 0.24, 0.29, 8.2, 0.043, 32.0, 156.0, 0.99453, 3.13, 0.7, 10.1, 6
7.3, 0.29, 0.29, 4.6, 0.029, 27.0, 155.0, 0.9931, 3.07, 0.26, 10.6, 6
7.8, 0.27, 0.58, 11.2, 0.036, 44.0, 161.0, 0.9977, 3.06, 0.41, 8.9, 6
5.7, 0.22, 0.2, 16.0, 0.044, 41.0, 113.0, 0.99862, 3.22, 0.46, 8.9, 6
6.1, 0.22, 0.4, 1.85, 0.031, 25.0, 111.0, 0.98966, 3.03, 0.3, 11.8, 7
7.0, 0.3, 0.51, 13.6, 0.05, 40.0, 168.0, 0.9976, 3.07, 0.52, 9.6, 7
6.1, 0.16, 0.34, 6.1, 0.034, 31.0, 114.0, 0.99365, 3.32, 0.58, 10.15, 7
7.1, 0.18, 0.49, 1.3, 0.033, 12.0, 72.0, 0.99072, 3.05, 0.53, 11.3, 7
6.0, 0.28, 0.27, 15.5, 0.036, 31.0, 134.0, 0.99408, 3.19, 0.44, 13.0, 7
6.5, 0.18, 0.33, 8.0, 0.051, 16.0, 131.0, 0.9965, 3.28, 0.44, 8.7, 7
6.1, 0.24, 0.32, 9.0, 0.031, 41.0, 134.0, 0.99234, 3.25, 0.26, 12.3, 7
5.6, 0.2, 0.66, 10.2, 0.043, 78.0, 175.0, 0.9945, 2.98, 0.43, 10.4, 7
5.8, 0.31, 0.32, 4.5, 0.024, 28.0, 94.0, 0.98906, 3.25, 0.52, 13.7, 7
7.0, 0.32, 0.29, 7.6, 0.025, 35.0, 124.0, 0.99162, 3.15, 0.65, 12.8, 7
7.0, 0.32, 0.31, 6.4, 0.031, 38.0, 115.0, 0.99235, 3.38, 0.58, 12.2, 7
5.6, 0.235, 0.29, 1.2, 0.047, 33.0, 127.0, 0.991, 3.34, 0.5, 11.0, 7
7.0, 0.15, 0.28, 14.7, 0.051, 29.0, 149.0, 0.99792, 2.96, 0.39, 9.0, 7
6.4, 0.24, 0.31, 2.8, 0.038, 41.0, 114.0, 0.99155, 3.37, 0.66, 11.7, 7
7.7, 0.17, 0.52, 5.9, 0.017, 21.0, 84.0, 0.9929, 3.14, 0.4, 11.9, 7
5.6, 0.22, 0.32, 1.2, 0.024, 29.0, 97.0, 0.98823, 3.2, 0.46, 13.05, 7
8.4, 0.17, 0.31, 6.7, 0.038, 29.0, 132.0, 0.9945, 3.1, 0.32, 10.6, 7
6.6, 0.19, 0.35, 1.5, 0.037, 37.0, 107.0, 0.99006, 3.18, 0.68, 12.0, 7
7.1, 0.21, 0.32, 2.2, 0.037, 28.0, 141.0, 0.993, 3.2, 0.57, 10.0, 7
7.5, 0.23, 0.49, 7.7, 0.049, 61.0, 209.0, 0.9941, 3.14, 0.3, 11.1, 7
6.7, 0.46, 0.18, 2.4, 0.034, 25.0, 98.0, 0.9896, 3.08, 0.44, 12.6, 7
7.3, 0.19, 0.25, 1.4, 0.051, 41.0, 107.0, 0.99382, 3.53, 0.66, 10.5, 7
5.7, 0.28, 0.36, 1.8, 0.041, 38.0, 90.0, 0.99002, 3.27, 0.98, 11.9, 7
7.0, 0.31, 0.29, 1.4, 0.037, 33.0, 128.0, 0.9896, 3.12, 0.36, 12.2, 7
7.1, 0.14, 0.4, 1.2, 0.051, 55.0, 136.0, 0.9932, 3.3, 0.96, 9.8, 7
5.9, 0.23, 0.24, 3.8, 0.038, 61.0, 152.0, 0.99139, 3.31, 0.5, 11.3, 7
7.2, 0.36, 0.36, 5.7, 0.038, 26.0, 98.0, 0.9914, 2.93, 0.59, 12.5, 7
6.6, 0.2, 0.38, 7.9, 0.052, 30.0, 145.0, 0.9947, 3.32, 0.56, 11.0, 7
5.6, 0.255, 0.57, 10.7, 0.056, 66.0, 171.0, 0.99464, 3.25, 0.61, 10.4, 7
6.1, 0.44, 0.28, 4.25, 0.032, 43.0, 132.0, 0.9916, 3.26, 0.47, 11.2666666666667, 7
6.0, 0.38, 0.26, 3.5, 0.035, 38.0, 111.0, 0.98872, 3.18, 0.47, 13.6, 7
7.3, 0.13, 0.27, 4.6, 0.08, 34.0, 172.0, 0.9938, 3.23, 0.39, 11.1, 7
6.4, 0.35, 0.28, 1.6, 0.037, 31.0, 113.0, 0.98779, 3.12, 0.4, 14.2, 7
6.7, 0.21, 0.34, 1.5, 0.035, 45.0, 123.0, 0.98949, 3.24, 0.36, 12.6, 7
7.5, 0.38, 0.29, 4.9, 0.021, 38.0, 113.0, 0.99026, 3.08, 0.48, 13.0, 7
6.6, 0.25, 0.29, 1.1, 0.068, 39.0, 124.0, 0.9914, 3.34, 0.58, 11.0, 7
7.3, 0.25, 0.41, 1.8, 0.037, 52.0, 165.0, 0.9911, 3.29, 0.39, 12.2, 7
5.3, 0.4, 0.25, 3.9, 0.031, 45.0, 130.0, 0.99072, 3.31, 0.58, 11.75, 7
7.0, 0.32, 0.34, 1.3, 0.042, 20.0, 69.0, 0.9912, 3.31, 0.65, 12.0, 7
7.3, 0.2, 0.44, 1.4, 0.045, 21.0, 98.0, 0.9924, 3.15, 0.46, 10.0, 7
6.5, 0.19, 0.28, 1.4, 0.046, 22.0, 90.0, 0.99038, 3.18, 0.51, 11.7, 7
5.8, 0.275, 0.3, 5.4, 0.043, 41.0, 149.0, 0.9926, 3.33, 0.42, 10.8, 7
6.5, 0.33, 0.3, 3.8, 0.036, 34.0, 88.0, 0.99028, 3.25, 0.63, 12.5, 7
7.2, 0.25, 0.28, 14.4, 0.055, 55.0, 205.0, 0.9986, 3.12, 0.38, 9.0, 7
7.4, 0.28, 0.36, 1.1, 0.028, 42.0, 105.0, 0.9893, 2.99, 0.39, 12.4, 7
6.9, 0.38, 0.32, 8.5, 0.044, 36.0, 152.0, 0.9932, 3.38, 0.35, 12.0, 7
6.7, 0.22, 0.39, 10.2, 0.038, 60.0, 149.0, 0.99725, 3.17, 0.54, 10.0, 7
7.4, 0.16, 0.3, 13.7, 0.056, 33.0, 168.0, 0.99825, 2.9, 0.44, 8.7, 7
7.2, 0.37, 0.15, 2.0, 0.029, 27.0, 87.0, 0.9903, 3.3, 0.59, 12.6, 7
6.9, 0.25, 0.26, 5.2, 0.024, 36.0, 135.0, 0.9948, 3.16, 0.72, 10.7, 7
7.4, 0.19, 0.49, 9.3, 0.03, 26.0, 132.0, 0.994, 2.99, 0.32, 11.0, 7
7.2, 0.26, 0.3, 2.1, 0.033, 50.0, 158.0, 0.9909, 3.33, 0.43, 12.1, 7
6.9, 0.3, 0.49, 7.6, 0.057, 25.0, 156.0, 0.9962, 3.43, 0.63, 11.0, 7
7.1, 0.35, 0.27, 3.1, 0.034, 28.0, 134.0, 0.9897, 3.26, 0.38, 13.1, 7
7.3, 0.23, 0.27, 2.6, 0.035, 39.0, 120.0, 0.99138, 3.04, 0.59, 11.3, 7
7.0, 0.3, 0.38, 14.9, 0.032, 60.0, 181.0, 0.9983, 3.18, 0.61, 9.3, 7
6.5, 0.24, 0.32, 7.6, 0.038, 48.0, 203.0, 0.9958, 3.45, 0.54, 9.7, 7
6.8, 0.475, 0.33, 3.95, 0.047, 16.0, 81.0, 0.98988, 3.23, 0.53, 13.4, 7
6.5, 0.16, 0.33, 1.0, 0.027, 23.0, 75.0, 0.9908, 3.3, 0.39, 11.4, 7
6.8, 0.21, 0.31, 2.9, 0.046, 40.0, 121.0, 0.9913, 3.07, 0.65, 10.9, 7
6.0, 0.32, 0.3, 1.9, 0.033, 41.0, 142.0, 0.98912, 3.29, 0.42, 12.8, 7
5.6, 0.28, 0.4, 6.1, 0.034, 36.0, 118.0, 0.99144, 3.21, 0.43, 12.1, 7
8.0, 0.23, 0.35, 9.2, 0.044, 53.0, 186.0, 0.997, 3.09, 0.56, 9.5, 7
7.4, 0.33, 0.26, 2.6, 0.04, 29.0, 115.0, 0.9913, 3.07, 0.52, 11.8, 7
6.6, 0.26, 0.21, 2.9, 0.026, 48.0, 126.0, 0.99089, 3.22, 0.38, 11.3, 7
7.0, 0.35, 0.3, 6.5, 0.028, 27.0, 87.0, 0.9936, 3.4, 0.42, 11.4, 7
6.4, 0.25, 0.33, 1.4, 0.04, 42.0, 115.0, 0.9906, 3.19, 0.48, 11.3, 7
8.0, 0.22, 0.42, 14.6, 0.044, 45.0, 163.0, 1.0003, 3.21, 0.69, 8.6, 7
8.2, 0.18, 0.28, 8.5, 0.035, 41.0, 140.0, 0.9952, 3.04, 0.37, 10.1, 7
6.4, 0.4, 0.19, 3.2, 0.033, 28.0, 124.0, 0.9904, 3.22, 0.54, 12.7, 7
6.9, 0.19, 0.31, 19.25, 0.043, 38.0, 167.0, 0.99954, 2.93, 0.52, 9.1, 7
5.9, 0.3, 0.47, 7.85, 0.03, 19.0, 133.0, 0.9933, 3.52, 0.43, 11.5, 7
7.6, 0.31, 0.24, 1.8, 0.037, 39.0, 150.0, 0.9913, 3.05, 0.44, 11.8, 7
6.5, 0.18, 0.33, 1.4, 0.029, 35.0, 138.0, 0.99114, 3.36, 0.6, 11.5, 7
6.3, 0.12, 0.36, 2.1, 0.044, 47.0, 146.0, 0.9914, 3.27, 0.74, 11.4, 7
6.4, 0.31, 0.5, 5.8, 0.038, 42.0, 111.0, 0.99189, 3.18, 0.53, 11.9, 7
7.1, 0.12, 0.3, 3.1, 0.018, 15.0, 37.0, 0.99004, 3.02, 0.52, 11.9, 7
7.3, 0.24, 0.3, 2.5, 0.042, 31.0, 104.0, 0.9911, 3.05, 0.56, 11.3, 7
6.3, 0.22, 0.27, 4.5, 0.036, 81.0, 157.0, 0.9928, 3.05, 0.76, 10.7, 7
7.4, 0.25, 0.28, 7.25, 0.028, 14.0, 78.0, 0.99238, 2.94, 0.37, 11.5, 7
7.2, 0.16, 0.29, 1.0, 0.031, 40.0, 123.0, 0.98958, 3.12, 0.4, 12.1, 7
6.3, 0.41, 0.33, 4.7, 0.023, 28.0, 110.0, 0.991, 3.3, 0.38, 12.5, 7
7.6, 0.19, 0.32, 18.75, 0.047, 32.0, 193.0, 1.00014, 3.1, 0.5, 9.3, 7
6.2, 0.2, 0.26, 9.7, 0.03, 39.0, 102.0, 0.9908, 3.08, 0.56, 12.9, 7
7.3, 0.4, 0.26, 5.45, 0.016, 26.0, 90.0, 0.98951, 2.84, 0.54, 13.2, 7
7.4, 0.16, 0.3, 13.7, 0.056, 33.0, 168.0, 0.99825, 2.9, 0.44, 8.7, 7
7.2, 0.21, 0.28, 2.7, 0.033, 38.0, 94.0, 0.99075, 2.99, 0.43, 11.8, 7
7.2, 0.17, 0.28, 17.55, 0.05, 33.0, 154.0, 0.99971, 2.94, 0.43, 9.0, 7
7.2, 0.23, 0.39, 14.2, 0.058, 49.0, 192.0, 0.9979, 2.98, 0.48, 9.0, 7
7.2, 0.23, 0.39, 14.2, 0.058, 49.0, 192.0, 0.9979, 2.98, 0.48, 9.0, 7
7.9, 0.18, 0.33, 1.2, 0.033, 20.0, 72.0, 0.9922, 3.12, 0.38, 10.5, 7
7.1, 0.18, 0.36, 1.4, 0.043, 31.0, 87.0, 0.9898, 3.26, 0.37, 12.7, 7
6.8, 0.17, 0.35, 1.8, 0.04, 29.0, 84.0, 0.98961, 2.91, 0.57, 12.0, 7
7.0, 0.32, 0.31, 6.4, 0.031, 38.0, 115.0, 0.99235, 3.38, 0.58, 12.2, 7
6.0, 0.34, 0.24, 5.4, 0.06, 23.0, 126.0, 0.9951, 3.25, 0.44, 9.0, 7
7.2, 0.33, 0.22, 4.5, 0.031, 10.0, 73.0, 0.99076, 2.97, 0.52, 12.2, 7
7.2, 0.36, 0.36, 5.7, 0.038, 26.0, 98.0, 0.9914, 2.93, 0.59, 12.5, 7
6.0, 0.27, 0.19, 1.7, 0.02, 24.0, 110.0, 0.9898, 3.32, 0.47, 12.6, 7
6.8, 0.18, 0.3, 12.8, 0.062, 19.0, 171.0, 0.99808, 3.0, 0.52, 9.0, 7
6.0, 0.26, 0.32, 3.5, 0.028, 29.0, 113.0, 0.9912, 3.4, 0.71, 12.3, 7
6.3, 0.22, 0.43, 4.55, 0.038, 31.0, 130.0, 0.9918, 3.35, 0.33, 11.5, 7
6.8, 0.18, 0.3, 12.8, 0.062, 19.0, 171.0, 0.99808, 3.0, 0.52, 9.0, 7
6.6, 0.2, 0.32, 1.1, 0.039, 25.0, 78.0, 0.9926, 3.39, 0.54, 10.2, 7
7.1, 0.36, 0.4, 1.95, 0.033, 26.0, 118.0, 0.98934, 3.2, 0.45, 13.5, 7
5.2, 0.2, 0.27, 3.2, 0.047, 16.0, 93.0, 0.99235, 3.44, 0.53, 10.1, 7
7.1, 0.2, 0.36, 11.6, 0.042, 45.0, 124.0, 0.997, 2.92, 0.59, 9.5, 7
7.7, 0.43, 0.28, 4.5, 0.046, 33.0, 102.0, 0.9918, 3.16, 0.56, 12.2, 7
7.2, 0.2, 0.34, 2.7, 0.032, 49.0, 151.0, 0.99, 3.16, 0.39, 12.7, 7
5.8, 0.34, 0.16, 7.0, 0.037, 26.0, 116.0, 0.9949, 3.46, 0.45, 10.0, 7
6.5, 0.36, 0.49, 2.9, 0.03, 16.0, 94.0, 0.9902, 3.1, 0.49, 12.1, 7
6.8, 0.25, 0.34, 14.0, 0.032, 47.0, 133.0, 0.9952, 3.37, 0.5, 12.2, 7
7.4, 0.23, 0.25, 1.4, 0.049, 43.0, 141.0, 0.9934, 3.42, 0.54, 10.2, 7
7.5, 0.305, 0.38, 1.4, 0.047, 30.0, 95.0, 0.99158, 3.22, 0.52, 11.5, 7
7.1, 0.22, 0.33, 2.8, 0.033, 48.0, 153.0, 0.9899, 3.15, 0.38, 12.7, 7
5.2, 0.21, 0.31, 1.7, 0.048, 17.0, 61.0, 0.98953, 3.24, 0.37, 12.0, 7
6.8, 0.25, 0.28, 5.0, 0.035, 42.0, 126.0, 0.99048, 3.12, 0.38, 12.6, 7
9.2, 0.25, 0.34, 1.2, 0.026, 31.0, 93.0, 0.9916, 2.93, 0.37, 11.3, 7
6.5, 0.08, 0.33, 1.9, 0.028, 23.0, 93.0, 0.991, 3.34, 0.7, 12.0, 7
7.7, 0.28, 0.33, 6.7, 0.037, 32.0, 155.0, 0.9951, 3.39, 0.62, 10.7, 7
6.5, 0.28, 0.29, 2.7, 0.038, 26.0, 107.0, 0.9912, 3.32, 0.41, 11.6, 7
7.1, 0.34, 0.49, 1.5, 0.027, 26.0, 126.0, 0.99, 3.3, 0.33, 12.2, 7
6.0, 0.28, 0.52, 6.2, 0.028, 37.0, 104.0, 0.99161, 3.28, 0.51, 11.8, 7
7.4, 0.18, 0.29, 1.4, 0.042, 34.0, 101.0, 0.99384, 3.54, 0.6, 10.5, 7
6.9, 0.18, 0.36, 1.3, 0.036, 40.0, 117.0, 0.9934, 3.27, 0.95, 9.5, 7
6.9, 0.3, 0.45, 1.4, 0.039, 36.0, 122.0, 0.99059, 3.07, 0.47, 11.1, 7
6.7, 0.28, 0.34, 8.9, 0.048, 32.0, 111.0, 0.99455, 3.25, 0.54, 11.0, 7
6.9, 0.45, 0.27, 4.7, 0.035, 17.0, 80.0, 0.99058, 3.12, 0.36, 12.5, 7
5.9, 0.22, 0.29, 4.2, 0.037, 69.0, 144.0, 0.99214, 3.13, 0.74, 10.8, 7
6.9, 0.33, 0.26, 5.0, 0.027, 46.0, 143.0, 0.9924, 3.25, 0.43, 11.2, 7
5.9, 0.37, 0.32, 1.6, 0.029, 41.0, 102.0, 0.98916, 3.41, 0.55, 12.7, 7
6.7, 0.28, 0.28, 2.4, 0.012, 36.0, 100.0, 0.99064, 3.26, 0.39, 11.7, 7
6.0, 0.31, 0.27, 2.3, 0.042, 19.0, 120.0, 0.98952, 3.32, 0.41, 12.7, 7
6.6, 0.4, 0.32, 1.7, 0.035, 39.0, 84.0, 0.99096, 3.59, 0.48, 12.7, 7
6.8, 0.18, 0.28, 9.8, 0.039, 29.0, 113.0, 0.99406, 3.11, 0.45, 10.9, 7
5.1, 0.42, 0.01, 1.5, 0.017, 25.0, 102.0, 0.9894, 3.38, 0.36, 12.3, 7
6.6, 0.23, 0.32, 0.9, 0.041, 25.0, 79.0, 0.9926, 3.39, 0.54, 10.2, 7
7.1, 0.26, 0.34, 14.4, 0.067, 35.0, 189.0, 0.9986, 3.07, 0.53, 9.1, 7
7.1, 0.26, 0.34, 14.4, 0.067, 35.0, 189.0, 0.9986, 3.07, 0.53, 9.1, 7
6.9, 0.22, 0.37, 15.0, 0.053, 59.0, 178.0, 0.9992, 3.37, 0.82, 9.5, 7
6.7, 0.16, 0.28, 2.5, 0.046, 40.0, 153.0, 0.9921, 3.38, 0.51, 11.4, 7
6.8, 0.12, 0.31, 5.2, 0.045, 29.0, 120.0, 0.9942, 3.41, 0.46, 9.8, 7
6.5, 0.18, 0.41, 14.2, 0.039, 47.0, 129.0, 0.99678, 3.28, 0.72, 10.3, 7
8.5, 0.23, 0.28, 11.1, 0.033, 30.0, 97.0, 0.99507, 3.03, 0.39, 10.5, 7
6.7, 0.48, 0.32, 1.4, 0.021, 22.0, 121.0, 0.9889, 3.15, 0.53, 12.7, 7
5.7, 0.24, 0.3, 1.3, 0.03, 25.0, 98.0, 0.98968, 3.37, 0.43, 12.4, 7
5.2, 0.31, 0.36, 5.1, 0.031, 46.0, 145.0, 0.9897, 3.14, 0.31, 12.4, 7
6.5, 0.21, 0.37, 2.5, 0.048, 70.0, 138.0, 0.9917, 3.33, 0.75, 11.4, 7
6.4, 0.14, 0.31, 1.2, 0.034, 53.0, 138.0, 0.99084, 3.38, 0.35, 11.5, 7
7.0, 0.15, 0.3, 13.3, 0.049, 46.0, 120.0, 0.99704, 3.2, 0.36, 9.5, 7
6.8, 0.18, 0.3, 12.8, 0.062, 19.0, 171.0, 0.99808, 3.0, 0.52, 9.0, 7
6.3, 0.41, 0.3, 3.2, 0.03, 49.0, 164.0, 0.9927, 3.53, 0.79, 11.7, 7
7.4, 0.16, 0.27, 15.5, 0.05, 25.0, 135.0, 0.9984, 2.9, 0.43, 8.7, 7
6.9, 0.21, 0.24, 1.8, 0.021, 17.0, 80.0, 0.98992, 3.15, 0.46, 12.3, 7
6.3, 0.29, 0.29, 3.3, 0.037, 32.0, 140.0, 0.9895, 3.17, 0.36, 12.8, 7
8.1, 0.43, 0.42, 6.6, 0.033, 36.0, 141.0, 0.9918, 2.98, 0.39, 13.3, 7
7.3, 0.19, 0.27, 1.6, 0.027, 35.0, 136.0, 0.99248, 3.38, 0.54, 11.0, 7
7.1, 0.34, 0.31, 5.2, 0.032, 36.0, 140.0, 0.99166, 3.35, 0.47, 12.3, 7
6.5, 0.18, 0.41, 14.2, 0.039, 47.0, 129.0, 0.99678, 3.28, 0.72, 10.3, 7
6.1, 0.36, 0.27, 2.1, 0.035, 16.0, 100.0, 0.9917, 3.4, 0.71, 11.5, 7
6.9, 0.23, 0.34, 2.7, 0.032, 24.0, 121.0, 0.9902, 3.14, 0.38, 12.4, 7
6.0, 0.32, 0.3, 1.9, 0.033, 41.0, 142.0, 0.98912, 3.29, 0.42, 12.8, 7
6.3, 0.13, 0.42, 1.1, 0.043, 63.0, 146.0, 0.99066, 3.13, 0.72, 11.2, 7
6.8, 0.23, 0.3, 1.7, 0.043, 19.0, 95.0, 0.99207, 3.17, 0.46, 10.7, 7
6.9, 0.33, 0.31, 4.2, 0.04, 21.0, 93.0, 0.9896, 3.18, 0.48, 13.4, 7
6.6, 0.12, 0.25, 1.4, 0.039, 21.0, 131.0, 0.99114, 3.2, 0.45, 11.2, 7
8.2, 0.29, 0.33, 9.1, 0.036, 28.0, 118.0, 0.9953, 2.96, 0.4, 10.9, 7
7.1, 0.27, 0.27, 10.4, 0.041, 26.0, 114.0, 0.99335, 3.04, 0.52, 11.5, 7
